CustomerID,TotalSpending,TotalTransaction,TotalQuantity,AvgPrice,Recency
12739.0,1713.69,2,465,11.27,21
12741.0,406.07,2,214,12.22,165
12742.0,1201.52,1,1359,1.71,261
12744.0,4037.77,4,1753,3.18,95
12745.0,925.41,3,468,11.72,122
12746.0,254.55,1,97,3.48,176
12747.0,5061.03,16,1473,4.34,5
12748.0,22457.9,144,13110,3.6,1
12749.0,2806.48,4,889,6.17,35
12751.0,268.27,1,189,1.83,80
12755.0,5218.71,10,2290,1.95,1
12758.0,7111.65,5,4020,2.5,95
12759.0,3489.3,5,2300,2.72,22
12760.0,347.8,1,198,2.98,91
12761.0,782.95,2,281,4.39,93
12763.0,320.08,1,196,1.81,5
12765.0,1404.58,6,1009,2.65,108
12766.0,3078.65,3,1800,2.81,2
12767.0,949.82,1,598,2.09,11
12768.0,168.69,1,102,3.01,86
12770.0,1895.0,1,1100,2.73,92
12771.0,282.3,1,104,5.66,121
12773.0,124.25,1,109,2.02,200
12774.0,98.7,1,53,3.97,171
12775.0,300.08,2,206,3.46,24
12776.0,55.5,1,46,7.53,303
12777.0,519.45,1,458,3.2,93
12778.0,953.45,3,910,2.61,32
12779.0,2740.91,7,1617,2.58,7
12780.0,337.4,1,285,3.04,234
12782.0,2287.32,6,931,4.07,10
12784.0,1230.33,1,582,3.65,165
12785.0,788.45,2,322,5.52,171
12786.0,728.5,1,324,3.1,245
12787.0,398.52,1,249,2.42,49
12788.0,444.9,4,194,4.12,99
12789.0,181.5,2,32,10.72,148
12790.0,266.93,1,140,5.21,46
12791.0,863.51,6,353,9.51,9
12792.0,426.47,1,177,4.58,170
12793.0,471.85,2,231,4.15,7
12796.0,381.0,1,182,3.81,264
12797.0,552.08,2,215,5.31,1
12798.0,1533.89,1,3199,0.85,57
12799.0,219.35,1,137,2.84,165
12800.0,584.25,3,284,3.84,106
12801.0,1071.82,1,505,4.6,136
12802.0,1988.84,6,1658,2.65,78
12803.0,1092.81,1,872,1.81,29
12804.0,325.37,2,270,2.02,101
12805.0,1434.95,4,593,3.65,17
12806.0,2878.96,4,2087,6.65,71
12807.0,330.35,1,145,6.49,19
12808.0,422.45,3,187,3.61,4
12809.0,1266.63,2,298,7.44,201
12810.0,534.99,2,389,1.94,170
12811.0,519.05,2,205,4.64,14
12813.0,1687.8,3,1141,2.35,137
12817.0,524.94,2,166,6.78,35
12819.0,540.52,1,344,3.33,94
12820.0,1747.18,7,1244,2.81,33
12821.0,128.08,1,92,2.33,247
12823.0,4742.0,13,700,6.62,30
12825.0,518.63,2,139,6.16,157
12826.0,1481.03,6,937,2.11,1
12829.0,92.3,1,174,4.39,186
12831.0,236.06,2,168,2.67,99
12835.0,5996.83,41,2349,3.6,63
12836.0,3949.37,11,1169,4.75,25
12837.0,528.56,1,170,3.73,205
12838.0,2694.75,9,1479,2.42,9
12839.0,4480.31,13,3042,2.34,3
12840.0,1315.2,3,747,2.33,73
12841.0,3472.61,17,2609,2.46,5
12842.0,799.0,2,340,2.47,40
12843.0,4881.1,22,2247,4.81,18
12844.0,322.64,2,98,4.0,78
12846.0,15.58,1,1,15.58,318
12847.0,765.36,1,624,1.28,23
12848.0,208.0,1,58,3.97,311
12849.0,2032.18,4,1258,3.93,17
12850.0,330.0,1,200,1.65,81
12851.0,148.95,1,51,3.32,113
12853.0,1950.4,5,868,3.72,63
12854.0,1654.72,4,1004,3.06,197
12855.0,612.84,4,240,5.41,8
12857.0,2581.6,4,1077,3.34,72
12858.0,147.27,1,51,3.28,19
12859.0,575.1,1,292,2.73,94
12860.0,54.22,1,26,2.63,329
12861.0,68.25,1,27,6.0,255
12862.0,984.62,2,611,2.93,61
12863.0,2271.35,5,707,4.14,15
12864.0,152.45,1,231,0.69,144
12865.0,1755.24,2,1048,3.01,14
12866.0,668.23,2,382,3.19,110
12867.0,3819.92,6,3592,1.42,33
12868.0,640.0,3,354,2.79,9
12869.0,337.67,1,144,2.58,317
12870.0,1676.95,3,906,4.55,11
12871.0,363.38,1,284,3.91,75
12872.0,3062.52,11,1526,2.63,1
12873.0,1653.3,2,658,3.36,33
12874.0,948.42,2,623,3.08,21
12875.0,1013.76,3,3168,0.44,107
12876.0,1863.77,2,1106,2.79,30
12877.0,1406.37,8,1059,2.09,37
12880.0,640.13,2,279,4.12,17
12887.0,222.4,1,100,4.74,19
12889.0,385.46,4,124,5.09,17
12890.0,329.3,1,201,2.12,23
12891.0,509.5,8,1375,0.39,94
12892.0,263.38,1,140,3.31,32
12894.0,157.35,1,33,5.63,211
12897.0,297.75,2,139,4.2,17
12898.0,296.21,2,235,2.37,99
12899.0,366.4,1,108,5.07,49
12900.0,340.33,1,139,3.62,58
12903.0,833.53,1,493,2.28,64
12905.0,1018.42,2,532,3.65,212
12907.0,508.91,2,177,5.21,31
12908.0,1026.0,3,1800,0.57,16
12909.0,924.52,3,668,2.52,60
12910.0,2721.48,5,1940,1.73,15
12911.0,1651.72,1,807,3.17,187
12913.0,4217.23,9,1813,3.28,4
12914.0,223.98,1,336,1.14,36
12915.0,811.1,3,359,5.04,8
12916.0,1534.78,3,598,4.84,78
12917.0,3765.2,5,984,3.62,36
12918.0,10953.5,1,1,10953.5,262
12920.0,323.86,3,292,2.42,207
12921.0,19333.95,39,12182,2.25,2
12923.0,597.6,2,162,4.17,26
12924.0,1535.7,8,942,2.07,29
12925.0,35.28,1,108,0.38,228
12926.0,1523.97,4,754,2.54,47
12927.0,197.31,1,145,2.83,30
12928.0,2242.19,7,1427,1.91,14
12931.0,50291.38,42,34902,2.13,16
12932.0,1698.56,8,1609,2.08,175
12933.0,1029.1,5,450,3.4,16
12934.0,181.65,1,31,41.67,372
12935.0,2083.16,8,1348,3.19,11
12937.0,1593.34,5,976,2.35,99
12939.0,13683.0,12,5452,2.83,15
12941.0,377.49,1,381,1.65,360
12942.0,258.75,1,69,5.47,1
12943.0,496.5,2,222,5.11,194
12945.0,437.16,1,281,2.7,292
12946.0,324.45,1,149,3.32,72
12947.0,304.04,1,184,2.96,9
12948.0,252.48,2,224,1.64,366
12949.0,11359.48,14,5852,3.2,18
12951.0,2149.65,9,1159,2.79,22
12953.0,498.96,1,280,4.21,158
12954.0,162.45,1,83,3.12,274
12956.0,413.82,3,306,1.84,320
12957.0,4689.43,5,2137,3.86,177
12958.0,467.34,2,118,4.32,36
12959.0,150.95,1,109,3.8,120
12960.0,1322.07,4,1379,2.06,49
12961.0,211.99,1,180,1.63,15
12963.0,1744.96,5,928,3.3,1
12964.0,132.24,1,56,3.62,73
12967.0,2646.02,2,834,4.85,7
12969.0,122.45,1,55,4.59,238
12970.0,1048.13,6,686,2.2,16
12971.0,4782.88,33,5298,2.85,2
12972.0,1161.2,4,844,3.22,49
12973.0,385.55,1,31,28.38,49
12974.0,264.15,1,80,4.66,201
12975.0,2100.09,6,911,4.55,72
12976.0,2417.78,7,2123,1.54,14
12977.0,474.64,3,116,6.15,137
12978.0,2502.82,5,1394,2.6,21
12979.0,517.7,1,520,2.35,365
12980.0,8870.88,12,1024,14.58,22
12982.0,2354.27,7,1441,3.09,30
12983.0,490.08,1,638,1.08,234
12986.0,2729.84,10,1164,3.88,64
12987.0,753.51,3,366,4.08,56
12989.0,6627.64,18,3992,2.99,60
12990.0,546.0,4,280,1.95,53
12991.0,261.06,1,78,7.89,25
12992.0,93.35,1,21,4.55,361
12993.0,844.87,4,511,2.41,81
12996.0,355.5,1,122,5.73,11
12997.0,884.02,4,522,2.54,30
12998.0,920.08,3,1124,1.59,128
13000.0,497.65,1,169,4.11,361
13001.0,14256.68,20,7958,2.51,40
13002.0,293.18,2,128,3.28,52
13004.0,5994.94,18,3946,2.63,22
13005.0,485.98,2,290,3.87,67
13007.0,175.25,1,59,6.0,215
13008.0,382.66,2,204,2.82,33
13009.0,234.0,1,120,1.95,308
13010.0,330.12,2,323,1.78,10
13011.0,50.55,1,13,4.22,8
13012.0,1310.99,3,739,2.85,65
13013.0,7814.83,18,4239,3.0,7
13014.0,1914.8,1,1074,3.12,68
13015.0,3240.14,6,1918,5.03,74
13018.0,2485.46,7,1311,4.41,49
13019.0,1229.95,6,397,4.22,15
13020.0,618.96,2,278,3.45,198
13021.0,2270.86,8,1194,3.64,10
13022.0,65.3,1,35,5.06,65
13023.0,759.13,1,299,5.91,164
13024.0,555.87,2,181,5.25,106
13025.0,323.39,1,241,2.14,367
13026.0,757.72,4,846,1.51,124
13027.0,10327.2,13,25560,0.4,21
13029.0,679.8,2,60,8.92,10
13030.0,402.36,1,174,3.23,4
13031.0,3292.84,5,2309,2.5,43
13032.0,1805.78,7,899,3.25,28
13033.0,30.0,1,15,2.02,65
13034.0,279.91,2,153,2.81,5
13035.0,442.32,1,282,2.29,67
13036.0,307.1,1,38,9.66,320
13037.0,3033.88,9,1699,3.45,35
13039.0,1010.73,4,290,5.49,220
13041.0,799.13,4,335,3.82,86
13042.0,1488.59,3,812,3.12,234
13044.0,4287.58,10,2119,3.31,128
13045.0,503.64,2,184,3.86,37
13046.0,319.94,1,241,3.07,92
13047.0,5557.62,17,2055,5.19,9
13048.0,2229.72,5,1433,2.01,72
13049.0,751.56,2,352,2.3,25
13050.0,6477.67,19,3449,3.06,2
13051.0,155.8,2,72,5.36,214
13052.0,2771.18,6,1202,3.66,56
13053.0,127.65,1,47,3.1,257
13055.0,1106.7,1,927,2.07,65
13056.0,209.48,1,158,4.78,187
13057.0,709.59,3,456,2.0,166
13059.0,2108.37,9,825,4.39,49
13063.0,188.4,1,116,2.29,116
13064.0,561.25,2,154,8.54,186
13065.0,1055.05,5,381,4.26,9
13067.0,393.05,2,99,5.19,45
13069.0,5185.51,16,9481,1.98,5
13070.0,522.9,3,262,2.03,95
13071.0,129.22,1,30,4.11,248
13073.0,418.08,2,261,3.55,47
13074.0,1378.74,4,826,3.96,147
13076.0,135.4,1,44,3.98,93
13077.0,2326.35,8,1909,2.15,2
13078.0,16904.51,32,6553,3.84,2
13079.0,199.08,1,96,2.52,53
13080.0,222.65,3,73,3.68,37
13081.0,30867.77,19,22355,2.03,7
13082.0,3722.12,12,4142,2.09,60
13083.0,91.68,1,120,0.64,61
13084.0,122.4,1,144,0.85,127
13085.0,2017.2,6,728,3.4,315
13086.0,439.33,1,155,3.93,18
13087.0,313.64,1,86,5.72,362
13088.0,236.11,1,76,4.16,53
13089.0,57885.45,109,29130,2.65,4
13090.0,5189.32,13,1181,4.66,1
13091.0,1976.0,2,873,52.01,365
13092.0,1662.45,7,385,5.31,50
13093.0,47111.18,48,22266,2.8,9
13094.0,505.8,2,372,1.68,4
13096.0,419.7,1,6,69.95,30
13097.0,7320.88,18,2985,4.3,24
13101.0,594.21,3,365,2.5,134
13102.0,5272.83,14,2372,3.73,1
13103.0,465.7,2,344,1.77,73
13104.0,610.62,3,330,2.19,51
13105.0,72.0,1,100,0.72,72
13106.0,526.96,1,213,13.89,49
13107.0,3721.45,5,3023,1.94,49
13108.0,748.46,2,745,1.42,8
13109.0,347.49,1,237,3.16,187
13110.0,1468.8,5,375,4.92,73
13111.0,321.88,1,180,1.97,354
13112.0,20.6,1,11,1.48,177
13113.0,6357.08,14,1495,3.95,2
13114.0,234.38,1,74,5.6,366
13115.0,3199.92,6,2367,2.51,15
13117.0,1658.9,12,1122,2.77,1
13118.0,1217.6,4,424,5.16,12
13119.0,134.9,1,110,1.51,304
13123.0,506.75,2,268,3.21,108
13124.0,885.33,1,619,2.69,21
13125.0,148.62,1,53,4.55,159
13126.0,1898.61,7,1266,2.5,2
13128.0,263.5,1,31,8.5,267
13129.0,233.25,2,296,1.86,88
13131.0,2240.47,4,1076,3.17,54
13133.0,90.65,1,23,5.07,95
13134.0,681.65,2,305,4.18,38
13135.0,275.45,1,123,4.31,127
13136.0,3666.95,8,1781,2.94,11
13137.0,3983.65,8,2034,2.53,22
13138.0,504.85,2,245,3.46,8
13139.0,3138.04,1,2189,2.48,73
13140.0,790.71,3,461,3.49,2
13141.0,5267.33,12,3611,2.28,21
13143.0,405.1,1,198,2.73,220
13144.0,24.4,1,8,3.08,67
13145.0,805.0,4,121,76.94,8
13148.0,4814.56,14,2522,3.55,25
13150.0,449.97,3,171,6.93,120
13151.0,1207.34,2,450,4.5,261
13152.0,2146.38,7,977,4.02,53
13154.0,1624.84,3,976,3.25,35
13155.0,778.42,3,412,2.67,4
13156.0,1586.54,3,914,3.32,21
13157.0,3946.14,5,3323,1.85,45
13158.0,307.12,1,208,2.09,24
13161.0,359.38,1,76,5.78,136
13162.0,7587.2,12,4042,2.69,16
13163.0,17.65,1,3,5.35,246
13164.0,372.2,2,120,5.17,205
13165.0,429.68,1,360,1.0,49
13166.0,458.73,1,306,2.88,50
13167.0,333.82,1,222,2.74,26
13168.0,541.14,1,228,3.36,178
13169.0,127.2,1,24,5.77,198
13172.0,69.6,1,48,1.45,36
13173.0,2212.11,10,1318,2.98,3
13174.0,6621.6,10,3116,3.33,5
13175.0,831.45,2,423,4.04,218
13177.0,229.75,1,89,3.03,66
13178.0,8333.72,10,5208,1.9,33
13179.0,572.31,1,368,2.08,254
13180.0,86.1,1,42,3.76,243
13181.0,359.69,1,171,2.79,17
13183.0,3078.4,6,1819,1.65,30
13187.0,105.34,3,201,0.85,260
13190.0,570.66,3,308,4.14,180
13191.0,164.69,1,115,1.88,294
13192.0,1646.64,4,1034,3.17,171
13194.0,412.08,1,300,2.51,57
13195.0,136.73,1,70,2.16,50
13196.0,1271.06,3,782,3.21,79
13197.0,373.01,1,204,4.59,245
13198.0,1572.99,2,801,3.6,23
13199.0,6615.77,30,5843,2.21,2
13201.0,1233.06,4,1036,2.24,138
13202.0,1580.3,7,572,4.97,30
13203.0,1778.79,6,1613,1.71,22
13204.0,966.66,1,428,4.16,367
13205.0,2803.2,1,256,10.95,79
13206.0,8308.19,13,7086,1.96,36
13207.0,285.6,2,48,5.95,87
13208.0,758.65,3,540,2.79,85
13209.0,2617.9,5,1528,3.45,150
13211.0,1523.35,7,1011,1.57,17
13213.0,2330.94,6,1602,2.55,19
13214.0,3264.23,7,2966,1.91,53
13215.0,81.6,1,96,0.85,38
13217.0,132.5,1,250,0.53,291
13219.0,76.23,1,11,6.93,254
13220.0,516.8,1,200,4.05,211
13222.0,88.5,1,30,2.95,213
13223.0,805.92,4,480,1.47,59
13225.0,9796.23,9,3985,2.86,57
13226.0,204.25,1,99,2.54,29
13230.0,3457.83,17,1915,2.67,1
13233.0,571.34,2,600,2.3,56
13234.0,346.5,2,159,3.06,308
13237.0,643.0,1,128,5.36,23
13238.0,305.9,2,144,2.73,66
13239.0,1265.13,4,824,3.15,73
13240.0,1036.21,5,542,2.3,1
13241.0,112.53,1,46,2.6,47
13242.0,429.0,4,220,1.95,87
13243.0,635.26,4,322,2.71,85
13245.0,558.72,1,246,2.81,68
13246.0,1390.23,5,1209,1.54,29
13249.0,897.52,6,700,1.32,37
13250.0,253.09,2,107,2.46,96
13251.0,252.68,1,215,1.53,38
13252.0,399.3,2,134,4.68,30
13253.0,1920.71,2,1443,2.08,66
13254.0,51.41,1,43,2.52,12
13255.0,504.95,2,340,4.02,9
13257.0,149.75,1,33,7.32,72
13258.0,336.6,2,164,2.14,15
13259.0,1119.36,8,377,3.39,33
13262.0,373.16,2,122,4.08,25
13263.0,1239.27,4,604,2.91,29
13264.0,722.56,1,375,3.24,78
13266.0,2300.78,7,2409,1.63,49
13267.0,5236.77,18,2135,3.47,2
13269.0,3545.47,14,3050,2.44,5
13270.0,590.0,1,200,2.95,2
13274.0,360.85,1,199,3.76,45
13275.0,238.86,2,138,2.14,19
13276.0,1300.98,3,679,3.25,33
13277.0,264.9,3,206,1.26,16
13278.0,893.12,3,821,1.9,35
13280.0,1494.87,4,971,3.23,15
13281.0,350.85,1,201,2.44,75
13282.0,181.05,1,103,2.83,42
13283.0,279.7,2,114,3.13,203
13285.0,655.47,2,406,3.18,236
13286.0,734.91,1,274,4.14,236
13287.0,781.59,3,429,3.05,239
13288.0,927.61,5,379,4.79,79
13289.0,307.95,1,119,4.39,359
13290.0,208.63,1,1,208.63,74
13291.0,2909.68,10,1367,3.36,50
13292.0,415.57,3,183,4.77,51
13293.0,1192.94,6,555,3.38,28
13294.0,815.79,1,543,3.4,282
13295.0,900.77,3,651,2.17,12
13296.0,705.11,5,575,1.82,59
13297.0,2278.77,3,1731,2.56,21
13299.0,1076.2,2,386,4.66,59
13300.0,913.62,2,252,4.96,24
13302.0,95.45,1,7,15.85,162
13303.0,61.72,1,26,4.38,36
13304.0,917.57,3,478,3.67,91
13305.0,1751.75,7,1128,3.62,8
13306.0,53.65,1,74,0.95,66
13307.0,258.34,2,136,3.2,123
13308.0,284.86,1,230,2.56,232
13309.0,249.58,1,370,0.91,28
13310.0,409.17,2,229,3.24,16
13312.0,124.75,1,41,3.57,87
13313.0,1890.0,7,1457,2.36,115
13315.0,310.26,1,232,1.97,325
13316.0,7207.89,6,14423,2.51,28
13317.0,4212.41,13,2114,3.56,21
13319.0,11236.95,34,4546,3.72,1
13320.0,679.4,2,423,1.77,70
13324.0,3391.52,8,3243,3.36,64
13326.0,281.76,1,140,2.91,68
13327.0,6251.71,14,2879,3.07,1
13329.0,4323.97,7,3023,2.36,2
13330.0,1655.17,3,1200,2.48,91
13331.0,262.4,1,54,11.85,37
13333.0,1015.74,3,685,2.49,47
13334.0,2699.48,2,1434,3.02,172
13337.0,1575.26,1,980,3.46,182
13338.0,1958.6,3,895,5.13,177
13340.0,11364.08,5,3866,9.48,53
13346.0,299.4,6,180,1.89,98
13357.0,3196.11,4,1791,3.21,130
13359.0,603.75,1,220,5.41,39
13360.0,1553.65,4,942,3.48,67
13361.0,1450.5,2,324,4.44,108
13362.0,2303.33,3,1099,3.22,14
13363.0,731.36,1,436,2.73,45
13367.0,510.2,1,253,4.61,67
13368.0,498.1,2,279,4.4,50
13369.0,308.28,1,149,6.54,1
13370.0,754.87,1,343,3.73,7
13371.0,2297.66,2,1019,4.0,141
13373.0,4274.94,3,2612,3.33,51
13374.0,422.8,2,135,6.04,50
13375.0,1013.58,1,682,3.16,80
