CustomerID,Cluster,ClusterName,TotalSpending,TotalTransaction,TotalQuantity,AvgPrice,Recency
12656,0,Medium Value Customer (Tier 2),2356.66,3,1137,3.3,61
12982,0,Medium Value Customer (Tier 2),2354.27,7,1441,3.09,30
15050,0,Medium Value Customer (Tier 2),2349.5,2,1384,2.52,57
17449,0,Medium Value Customer (Tier 2),2348.94,6,1362,2.64,23
18287,0,Medium Value Customer (Tier 2),2345.71,4,1427,2.84,18
16539,0,Medium Value Customer (Tier 2),2343.2,7,838,6.06,9
16150,0,Medium Value Customer (Tier 2),2342.57,6,1117,3.22,8
15353,0,Medium Value Customer (Tier 2),2336.0,6,1181,2.95,3
15043,0,Medium Value Customer (Tier 2),2333.32,5,719,3.46,99
14938,0,Medium Value Customer (Tier 2),2322.43,2,1369,3.0,198
13458,0,Medium Value Customer (Tier 2),2312.7,2,1252,2.92,15
15606,0,Medium Value Customer (Tier 2),2310.83,8,723,4.1,26
12609,0,Medium Value Customer (Tier 2),2309.01,6,905,4.17,10
17113,0,Medium Value Customer (Tier 2),2305.59,6,913,4.13,210
13362,0,Medium Value Customer (Tier 2),2303.33,3,1099,3.22,14
16077,0,Medium Value Customer (Tier 2),2300.4,1,840,2.02,261
13527,0,Medium Value Customer (Tier 2),2298.93,5,1053,3.05,54
13371,0,Medium Value Customer (Tier 2),2297.66,2,1019,4.0,141
12782,0,Medium Value Customer (Tier 2),2287.32,6,931,4.07,10
12391,0,Medium Value Customer (Tier 2),2285.18,5,911,4.52,100
16255,0,Medium Value Customer (Tier 2),2284.34,8,1282,3.33,1
14482,0,Medium Value Customer (Tier 2),2283.91,6,1242,2.72,15
12637,0,Medium Value Customer (Tier 2),2280.91,4,1263,2.32,14
17419,0,Medium Value Customer (Tier 2),2273.95,8,1211,3.16,3
12863,0,Medium Value Customer (Tier 2),2271.35,5,707,4.14,15
13021,0,Medium Value Customer (Tier 2),2270.86,8,1194,3.64,10
17553,0,Medium Value Customer (Tier 2),2270.0,3,1240,2.75,108
12725,0,Medium Value Customer (Tier 2),2266.76,4,1142,5.96,7
15638,0,Medium Value Customer (Tier 2),2265.2,6,1134,3.38,14
18257,0,Medium Value Customer (Tier 2),2262.52,4,1328,2.71,82
16383,0,Medium Value Customer (Tier 2),2252.93,5,1129,2.88,32
16791,0,Medium Value Customer (Tier 2),2251.85,8,1097,2.87,19
14649,0,Medium Value Customer (Tier 2),2248.6,5,1411,3.25,18
12374,0,Medium Value Customer (Tier 2),2246.29,3,1020,2.99,57
15365,0,Medium Value Customer (Tier 2),2242.81,6,1047,3.45,39
12928,0,Medium Value Customer (Tier 2),2242.19,7,1427,1.91,14
13131,0,Medium Value Customer (Tier 2),2240.47,4,1076,3.17,54
17550,0,Medium Value Customer (Tier 2),2239.48,6,882,3.12,33
17929,0,Medium Value Customer (Tier 2),2239.1,8,326,6.96,23
13473,0,Medium Value Customer (Tier 2),2235.12,6,734,4.49,210
13048,0,Medium Value Customer (Tier 2),2229.72,5,1433,2.01,72
15757,0,Medium Value Customer (Tier 2),2225.94,4,1266,3.97,22
13421,0,Medium Value Customer (Tier 2),2225.04,6,1223,2.44,42
14293,0,Medium Value Customer (Tier 2),2221.37,6,1021,3.53,4
16584,0,Medium Value Customer (Tier 2),2220.09,3,1267,2.51,68
13478,0,Medium Value Customer (Tier 2),2215.78,5,1189,3.89,105
16499,0,Medium Value Customer (Tier 2),2212.89,6,1237,3.14,10
15476,0,Medium Value Customer (Tier 2),2209.98,4,1174,2.85,16
15569,0,Medium Value Customer (Tier 2),2207.74,5,1068,2.5,26
16560,0,Medium Value Customer (Tier 2),2206.97,6,1103,4.2,33
14290,0,Medium Value Customer (Tier 2),2201.91,3,685,4.01,49
14295,0,Medium Value Customer (Tier 2),2196.71,4,945,3.5,74
15228,0,Medium Value Customer (Tier 2),2193.56,2,1120,3.23,64
12480,0,Medium Value Customer (Tier 2),2183.22,3,1245,3.43,35
14161,0,Medium Value Customer (Tier 2),2182.46,5,1158,2.55,5
16503,0,Medium Value Customer (Tier 2),2182.41,7,966,4.01,31
12371,0,Medium Value Customer (Tier 2),2179.42,3,845,4.06,45
17063,0,Medium Value Customer (Tier 2),2177.39,6,1129,2.45,43
16719,0,Medium Value Customer (Tier 2),2174.13,8,1327,3.6,4
15532,0,Medium Value Customer (Tier 2),2174.12,6,822,3.58,12
16466,0,Medium Value Customer (Tier 2),2171.13,8,992,3.47,19
18144,0,Medium Value Customer (Tier 2),2169.25,8,896,3.88,9
15493,0,Medium Value Customer (Tier 2),2168.27,4,655,4.23,25
17732,0,Medium Value Customer (Tier 2),2166.42,8,1058,4.52,8
17822,0,Medium Value Customer (Tier 2),2162.93,5,1375,2.71,56
16004,0,Medium Value Customer (Tier 2),2146.39,5,1076,3.07,110
13152,0,Medium Value Customer (Tier 2),2146.38,7,977,4.02,53
14431,0,Medium Value Customer (Tier 2),2143.84,3,1072,3.04,15
13611,0,Medium Value Customer (Tier 2),2143.53,7,1234,2.82,10
16875,0,Medium Value Customer (Tier 2),2139.0,6,1030,3.74,73
12687,0,Medium Value Customer (Tier 2),2138.91,2,1403,4.48,116
16202,0,Medium Value Customer (Tier 2),2136.72,8,1116,4.13,53
16841,0,Medium Value Customer (Tier 2),2136.24,6,1228,2.24,64
15623,0,Medium Value Customer (Tier 2),2136.02,7,962,3.78,29
17305,0,Medium Value Customer (Tier 2),2135.46,1,1006,3.07,284
14496,0,Medium Value Customer (Tier 2),2129.42,6,832,5.17,9
16053,0,Medium Value Customer (Tier 2),2122.89,4,1274,3.71,49
17188,0,Medium Value Customer (Tier 2),2118.7,6,1241,2.69,82
15067,0,Medium Value Customer (Tier 2),2118.12,2,1197,4.63,49
13799,0,Medium Value Customer (Tier 2),2114.71,7,1137,2.87,80
14399,0,Medium Value Customer (Tier 2),2108.21,8,965,2.65,30
14147,0,Medium Value Customer (Tier 2),2106.8,7,887,2.94,24
12975,0,Medium Value Customer (Tier 2),2100.09,6,911,4.55,72
15245,0,Medium Value Customer (Tier 2),2095.0,5,1237,1.85,38
16045,0,Medium Value Customer (Tier 2),2094.23,4,1211,2.52,52
14469,0,Medium Value Customer (Tier 2),2093.46,4,973,3.93,52
15151,0,Medium Value Customer (Tier 2),2085.61,2,795,13.8,59
12935,0,Medium Value Customer (Tier 2),2083.16,8,1348,3.19,11
14307,0,Medium Value Customer (Tier 2),2075.31,5,1316,2.99,9
18026,0,Medium Value Customer (Tier 2),2074.07,2,530,5.15,136
16795,0,Medium Value Customer (Tier 2),2062.41,3,1214,2.11,1
15221,0,Medium Value Customer (Tier 2),2062.2,4,244,9.94,2
17774,0,Medium Value Customer (Tier 2),2060.1,5,1077,3.18,33
16612,0,Medium Value Customer (Tier 2),2057.77,5,913,3.4,15
16176,0,Medium Value Customer (Tier 2),2052.69,4,952,3.58,57
13431,0,Medium Value Customer (Tier 2),2047.14,6,898,3.79,42
12733,0,Medium Value Customer (Tier 2),2040.92,3,759,3.42,25
16331,0,Medium Value Customer (Tier 2),2037.7,6,756,4.92,68
12849,0,Medium Value Customer (Tier 2),2032.18,4,1258,3.93,17
14225,0,Medium Value Customer (Tier 2),2031.07,4,1167,2.85,70
13481,0,Medium Value Customer (Tier 2),2026.28,6,913,3.62,10
16147,0,Medium Value Customer (Tier 2),2023.91,4,1149,2.96,36
13736,0,Medium Value Customer (Tier 2),2022.67,5,1053,2.65,61
13696,0,Medium Value Customer (Tier 2),2020.4,3,552,4.64,57
15100,0,Medium Value Customer (Tier 2),2018.7,6,254,5.79,2
13085,0,Medium Value Customer (Tier 2),2017.2,6,728,3.4,315
16532,0,Medium Value Customer (Tier 2),2007.84,2,528,3.78,67
17722,0,Medium Value Customer (Tier 2),2006.32,2,1342,2.63,2
15312,0,Medium Value Customer (Tier 2),2005.34,8,1177,2.92,19
16554,0,Medium Value Customer (Tier 2),2004.62,5,944,3.81,22
15791,0,Medium Value Customer (Tier 2),1995.65,3,1239,2.18,165
14639,0,Medium Value Customer (Tier 2),1994.47,3,979,4.08,44
15481,0,Medium Value Customer (Tier 2),1993.34,1,1450,1.73,37
16271,0,Medium Value Customer (Tier 2),1993.18,5,1335,2.14,93
16163,0,Medium Value Customer (Tier 2),1992.98,5,576,5.22,1
16065,0,Medium Value Customer (Tier 2),1992.13,8,1207,2.11,1
14555,0,Medium Value Customer (Tier 2),1991.49,4,720,3.97,17
16033,0,Medium Value Customer (Tier 2),1985.63,8,723,3.45,5
17682,0,Medium Value Customer (Tier 2),1982.45,6,1124,2.44,4
18259,0,Medium Value Customer (Tier 2),1979.6,5,676,3.08,2
13772,0,Medium Value Customer (Tier 2),1977.39,5,906,3.13,36
13091,0,Medium Value Customer (Tier 2),1976.0,2,873,52.01,365
17897,0,Medium Value Customer (Tier 2),1968.75,8,793,3.11,3
16032,0,Medium Value Customer (Tier 2),1965.72,6,1467,2.13,92
18097,0,Medium Value Customer (Tier 2),1965.52,5,1054,2.8,21
14701,0,Medium Value Customer (Tier 2),1961.02,6,823,3.03,78
13338,0,Medium Value Customer (Tier 2),1958.6,3,895,5.13,177
16290,0,Medium Value Customer (Tier 2),1957.7,4,957,5.17,100
14669,0,Medium Value Customer (Tier 2),1957.54,4,1273,2.62,269
13851,0,Medium Value Customer (Tier 2),1955.0,5,820,3.25,15
17039,0,Medium Value Customer (Tier 2),1954.99,1,689,3.93,240
13750,0,Medium Value Customer (Tier 2),1954.92,6,854,3.61,16
12653,0,Medium Value Customer (Tier 2),1950.98,1,762,2.91,162
16993,0,Medium Value Customer (Tier 2),1950.95,2,285,7.96,99
12853,0,Medium Value Customer (Tier 2),1950.4,5,868,3.72,63
14205,0,Medium Value Customer (Tier 2),1947.5,7,1138,3.68,30
14655,0,Medium Value Customer (Tier 2),1946.28,3,1252,3.08,24
14498,0,Medium Value Customer (Tier 2),1943.51,5,1022,3.26,37
15425,0,Medium Value Customer (Tier 2),1941.12,4,1041,3.14,36
16101,0,Medium Value Customer (Tier 2),1938.46,3,1087,3.0,70
12385,0,Medium Value Customer (Tier 2),1938.4,1,612,3.68,15
18215,0,Medium Value Customer (Tier 2),1933.15,4,1013,2.95,73
15602,0,Medium Value Customer (Tier 2),1932.64,8,1212,2.64,4
13849,0,Medium Value Customer (Tier 2),1931.35,3,867,4.19,33
13635,0,Medium Value Customer (Tier 2),1928.13,3,1207,2.22,78
17115,0,Medium Value Customer (Tier 2),1923.99,4,513,5.3,184
16485,0,Medium Value Customer (Tier 2),1923.54,4,918,3.2,68
14492,0,Medium Value Customer (Tier 2),1921.91,7,751,4.37,66
16128,0,Medium Value Customer (Tier 2),1920.83,6,1457,2.24,16
13253,0,Medium Value Customer (Tier 2),1920.71,2,1443,2.08,66
16177,0,Medium Value Customer (Tier 2),1915.36,7,926,3.74,72
13014,0,Medium Value Customer (Tier 2),1914.8,1,1074,3.12,68
14756,0,Medium Value Customer (Tier 2),1914.8,2,1007,3.91,18
15716,0,Medium Value Customer (Tier 2),1913.55,8,1070,2.89,5
16812,0,Medium Value Customer (Tier 2),1912.65,3,1035,2.83,14
13971,0,Medium Value Customer (Tier 2),1909.31,6,1240,2.57,59
15329,0,Medium Value Customer (Tier 2),1909.13,8,731,4.59,10
16912,0,Medium Value Customer (Tier 2),1904.93,4,664,4.76,57
15443,0,Medium Value Customer (Tier 2),1900.64,7,1060,2.81,110
13126,0,Medium Value Customer (Tier 2),1898.61,7,1266,2.5,2
18170,0,Medium Value Customer (Tier 2),1897.69,6,775,4.72,10
18009,0,Medium Value Customer (Tier 2),1896.84,7,526,3.98,178
17293,0,Medium Value Customer (Tier 2),1896.57,8,1093,2.68,30
17667,0,Medium Value Customer (Tier 2),1895.19,4,1161,2.86,71
12770,0,Medium Value Customer (Tier 2),1895.0,1,1100,2.73,92
15248,0,Medium Value Customer (Tier 2),1893.93,3,1065,3.09,47
16631,0,Medium Value Customer (Tier 2),1892.52,7,775,4.08,117
13313,0,Medium Value Customer (Tier 2),1890.0,7,1457,2.36,115
14548,0,Medium Value Customer (Tier 2),1888.49,7,730,3.09,120
16823,0,Medium Value Customer (Tier 2),1884.71,6,1030,2.65,23
16209,0,Medium Value Customer (Tier 2),1884.16,4,716,4.06,18
15916,0,Medium Value Customer (Tier 2),1874.83,7,931,3.7,2
12586,0,Medium Value Customer (Tier 2),1865.73,3,608,5.24,10
12876,0,Medium Value Customer (Tier 2),1863.77,2,1106,2.79,30
13663,0,Medium Value Customer (Tier 2),1858.04,4,802,3.73,16
16229,0,Medium Value Customer (Tier 2),1857.26,4,974,2.44,17
15199,0,Medium Value Customer (Tier 2),1853.7,6,498,4.19,10
14507,0,Medium Value Customer (Tier 2),1848.86,5,897,3.57,14
12578,0,Medium Value Customer (Tier 2),1847.94,2,1184,3.03,21
13455,0,Medium Value Customer (Tier 2),1847.59,5,631,4.54,2
15265,0,Medium Value Customer (Tier 2),1839.52,2,958,2.9,240
15944,0,Medium Value Customer (Tier 2),1839.14,3,809,3.58,29
17623,0,Medium Value Customer (Tier 2),1838.72,6,534,4.77,45
12484,0,Medium Value Customer (Tier 2),1826.78,6,1079,2.92,119
16477,0,Medium Value Customer (Tier 2),1825.56,5,1217,2.28,7
13538,0,Medium Value Customer (Tier 2),1822.28,5,784,3.65,32
16276,0,Medium Value Customer (Tier 2),1818.79,2,1047,2.84,115
12531,0,Medium Value Customer (Tier 2),1807.98,1,1074,2.37,322
13032,0,Medium Value Customer (Tier 2),1805.78,7,899,3.25,28
13623,0,Medium Value Customer (Tier 2),1805.32,5,724,3.35,16
16797,0,Medium Value Customer (Tier 2),1802.02,5,898,2.78,29
13577,0,Medium Value Customer (Tier 2),1801.68,7,870,3.46,18
12377,0,Medium Value Customer (Tier 2),1798.2,2,1161,2.76,17
16036,0,Medium Value Customer (Tier 2),1797.92,2,653,4.02,60
17621,0,Medium Value Customer (Tier 2),1795.22,3,596,3.57,40
12369,0,Medium Value Customer (Tier 2),1791.15,3,1241,3.15,49
14534,0,Medium Value Customer (Tier 2),1790.36,8,795,3.17,33
15380,0,Medium Value Customer (Tier 2),1788.8,7,656,2.75,1
16005,0,Medium Value Customer (Tier 2),1786.78,6,989,2.25,11
18214,0,Medium Value Customer (Tier 2),1780.34,4,989,3.12,166
16510,0,Medium Value Customer (Tier 2),1777.5,6,930,3.79,8
14897,0,Medium Value Customer (Tier 2),1774.16,4,694,3.79,45
14916,0,Medium Value Customer (Tier 2),1773.97,4,1279,2.27,67
15095,0,Medium Value Customer (Tier 2),1771.04,6,1154,2.56,56
15351,0,Medium Value Customer (Tier 2),1770.23,4,737,2.95,5
14933,0,Medium Value Customer (Tier 2),1770.0,4,600,2.95,79
15972,0,Medium Value Customer (Tier 2),1769.33,5,468,5.21,92
15736,0,Medium Value Customer (Tier 2),1767.12,2,1208,3.28,71
16365,0,Medium Value Customer (Tier 2),1766.78,7,631,4.43,3
15057,0,Medium Value Customer (Tier 2),1766.46,3,726,3.2,79
14334,0,Medium Value Customer (Tier 2),1766.27,4,1255,2.8,61
13425,0,Medium Value Customer (Tier 2),1766.22,2,1235,2.53,144
15665,0,Medium Value Customer (Tier 2),1764.86,3,1123,2.22,47
12645,0,Medium Value Customer (Tier 2),1764.12,4,1041,2.63,45
13648,0,Medium Value Customer (Tier 2),1764.02,8,960,2.9,36
17651,0,Medium Value Customer (Tier 2),1758.52,6,974,2.95,134
17811,0,Medium Value Customer (Tier 2),1757.98,8,1132,2.53,10
12865,0,Medium Value Customer (Tier 2),1755.24,2,1048,3.01,14
17242,0,Medium Value Customer (Tier 2),1754.24,3,848,2.14,92
12594,0,Medium Value Customer (Tier 2),1751.89,5,991,3.13,14
13305,0,Medium Value Customer (Tier 2),1751.75,7,1128,3.62,8
16983,0,Medium Value Customer (Tier 2),1748.15,5,1087,3.88,5
12820,0,Medium Value Customer (Tier 2),1747.18,7,1244,2.81,33
12963,0,Medium Value Customer (Tier 2),1744.96,5,928,3.3,1
15073,0,Medium Value Customer (Tier 2),1744.61,5,919,4.12,36
16086,0,Medium Value Customer (Tier 2),1743.6,6,1015,3.09,3
13719,0,Medium Value Customer (Tier 2),1741.4,6,979,3.04,29
16087,0,Medium Value Customer (Tier 2),1739.92,5,664,2.41,25
14390,0,Medium Value Customer (Tier 2),1731.16,5,771,3.54,8
17211,0,Medium Value Customer (Tier 2),1729.43,6,1022,2.65,5
15596,0,Medium Value Customer (Tier 2),1723.45,5,815,3.93,1
18095,0,Medium Value Customer (Tier 2),1723.04,3,1204,2.16,63
16232,0,Medium Value Customer (Tier 2),1722.09,3,1299,2.02,56
16059,0,Medium Value Customer (Tier 2),1718.66,7,841,2.72,3
12739,0,Medium Value Customer (Tier 2),1713.69,2,465,11.27,21
16619,0,Medium Value Customer (Tier 2),1712.12,3,922,3.67,19
16062,0,Medium Value Customer (Tier 2),1709.83,4,1235,2.68,15
16771,0,Medium Value Customer (Tier 2),1706.99,5,821,3.14,93
14988,0,Medium Value Customer (Tier 2),1704.11,6,1119,2.12,16
15971,0,Medium Value Customer (Tier 2),1702.98,6,534,3.54,21
15911,0,Medium Value Customer (Tier 2),1700.24,8,810,2.8,259
17588,0,Medium Value Customer (Tier 2),1699.35,4,703,4.3,32
18077,0,Medium Value Customer (Tier 2),1699.25,8,1352,1.52,2
12727,0,Medium Value Customer (Tier 2),1698.83,3,734,3.42,78
12500,0,Medium Value Customer (Tier 2),1697.39,8,699,4.07,71
14409,0,Medium Value Customer (Tier 2),1696.64,5,1171,1.94,4
17320,0,Medium Value Customer (Tier 2),1695.15,4,758,4.51,4
12813,0,Medium Value Customer (Tier 2),1687.8,3,1141,2.35,137
15215,0,Medium Value Customer (Tier 2),1687.49,4,551,4.62,29
16241,0,Medium Value Customer (Tier 2),1680.2,4,912,2.62,5
17470,0,Medium Value Customer (Tier 2),1679.8,7,1168,1.96,3
12870,0,Medium Value Customer (Tier 2),1676.95,3,906,4.55,11
14831,0,Medium Value Customer (Tier 2),1676.57,3,885,3.18,316
14004,0,Medium Value Customer (Tier 2),1675.81,4,757,3.74,29
14673,0,Medium Value Customer (Tier 2),1674.41,3,1031,2.17,3
12649,0,Medium Value Customer (Tier 2),1671.14,5,1373,2.72,18
14653,0,Medium Value Customer (Tier 2),1666.41,5,1024,4.13,149
16329,0,Medium Value Customer (Tier 2),1664.92,4,797,2.27,63
16470,0,Medium Value Customer (Tier 2),1664.08,7,813,2.52,32
13092,0,Medium Value Customer (Tier 2),1662.45,7,385,5.31,50
16120,0,Medium Value Customer (Tier 2),1658.37,2,1283,1.48,58
14421,0,Medium Value Customer (Tier 2),1656.26,4,977,2.5,148
16611,0,Medium Value Customer (Tier 2),1655.64,5,827,4.04,39
13330,0,Medium Value Customer (Tier 2),1655.17,3,1200,2.48,91
12854,0,Medium Value Customer (Tier 2),1654.72,4,1004,3.06,197
12873,0,Medium Value Customer (Tier 2),1653.3,2,658,3.36,33
12911,0,Medium Value Customer (Tier 2),1651.72,1,807,3.17,187
14963,0,Medium Value Customer (Tier 2),1651.23,7,1128,2.19,15
12701,0,Medium Value Customer (Tier 2),1648.7,4,1049,2.92,165
14481,0,Medium Value Customer (Tier 2),1648.18,3,1079,2.42,43
13397,0,Medium Value Customer (Tier 2),1647.74,5,906,5.02,73
14515,0,Medium Value Customer (Tier 2),1647.17,6,783,2.79,23
13192,0,Medium Value Customer (Tier 2),1646.64,4,1034,3.17,171
13503,0,Medium Value Customer (Tier 2),1642.39,5,857,3.19,115
13643,0,Medium Value Customer (Tier 2),1637.33,7,629,4.34,18
16081,0,Medium Value Customer (Tier 2),1637.14,4,757,3.19,2
17165,0,Medium Value Customer (Tier 2),1635.64,5,688,4.44,17
15550,0,Medium Value Customer (Tier 2),1635.42,8,844,2.73,14
14562,0,Medium Value Customer (Tier 2),1631.38,8,759,2.47,26
13554,0,Medium Value Customer (Tier 2),1629.35,7,579,4.04,16
14215,0,Medium Value Customer (Tier 2),1626.61,4,927,3.56,4
13692,0,Medium Value Customer (Tier 2),1626.08,2,875,2.09,44
13154,0,Medium Value Customer (Tier 2),1624.84,3,976,3.25,35
18220,0,Medium Value Customer (Tier 2),1616.48,5,1064,3.68,30
13824,0,Medium Value Customer (Tier 2),1615.82,7,674,2.96,15
17422,0,Medium Value Customer (Tier 2),1615.39,5,1285,2.17,17
14896,0,Medium Value Customer (Tier 2),1614.45,7,836,2.66,1
14934,0,Medium Value Customer (Tier 2),1612.56,3,1058,3.63,14
16860,0,Medium Value Customer (Tier 2),1610.62,3,625,5.24,88
17814,0,Medium Value Customer (Tier 2),1609.37,2,1435,2.49,11
15810,0,Medium Value Customer (Tier 2),1607.06,4,792,2.5,22
14467,0,Medium Value Customer (Tier 2),1606.98,8,911,2.22,25
15607,0,Medium Value Customer (Tier 2),1604.21,8,1268,2.49,179
14195,0,Medium Value Customer (Tier 2),1603.6,4,1384,1.49,75
15062,0,Medium Value Customer (Tier 2),1597.76,4,1109,2.85,59
16634,0,Medium Value Customer (Tier 2),1596.71,5,1239,4.55,8
17853,0,Medium Value Customer (Tier 2),1596.29,3,625,4.14,43
17028,0,Medium Value Customer (Tier 2),1593.83,3,856,3.44,217
12937,0,Medium Value Customer (Tier 2),1593.34,5,976,2.35,99
14396,0,Medium Value Customer (Tier 2),1591.74,6,773,2.84,7
16057,0,Medium Value Customer (Tier 2),1591.73,3,828,3.3,155
16275,0,Medium Value Customer (Tier 2),1591.24,2,932,3.44,110
12360,0,Medium Value Customer (Tier 2),1590.83,5,1294,2.71,15
13156,0,Medium Value Customer (Tier 2),1586.54,3,914,3.32,21
17679,0,Medium Value Customer (Tier 2),1585.5,5,1026,1.86,157
14327,0,Medium Value Customer (Tier 2),1583.28,5,1157,2.16,18
13202,0,Medium Value Customer (Tier 2),1580.3,7,572,4.97,30
16620,0,Medium Value Customer (Tier 2),1579.97,4,1058,2.21,25
12424,0,Medium Value Customer (Tier 2),1579.07,2,1285,1.9,58
12549,0,Medium Value Customer (Tier 2),1575.68,6,1366,1.65,211
13337,0,Medium Value Customer (Tier 2),1575.26,1,980,3.46,182
15288,0,Medium Value Customer (Tier 2),1574.51,6,627,3.07,1
13889,0,Medium Value Customer (Tier 2),1574.33,5,833,2.73,18
17921,0,Medium Value Customer (Tier 2),1574.13,6,566,3.37,15
14235,0,Medium Value Customer (Tier 2),1573.13,4,1055,2.28,134
13198,0,Medium Value Customer (Tier 2),1572.99,2,801,3.6,23
17720,0,Medium Value Customer (Tier 2),1572.97,7,1037,3.6,3
