CustomerID,TotalSpending,TotalTransaction,TotalQuantity,AvgPrice,Recency
12789,181.5,2,32,10.72,148
12790,266.93,1,140,5.21,46
12791,863.51,6,353,9.51,9
12792,426.47,1,177,4.58,170
12793,471.85,2,231,4.15,7
12796,381.0,1,182,3.81,264
12797,552.08,2,215,5.31,1
12798,1533.89,1,3199,0.85,57
12799,219.35,1,137,2.84,165
12800,584.25,3,284,3.84,106
12801,1071.82,1,505,4.6,136
12802,1988.84,6,1658,2.65,78
12803,1092.81,1,872,1.81,29
12804,325.37,2,270,2.02,101
12805,1434.95,4,593,3.65,17
12806,2878.96,4,2087,6.65,71
12807,330.35,1,145,6.49,19
12808,422.45,3,187,3.61,4
12809,1266.63,2,298,7.44,201
12810,534.99,2,389,1.94,170
12811,519.05,2,205,4.64,14
12813,1687.8,3,1141,2.35,137
12817,524.94,2,166,6.78,35
12819,540.52,1,344,3.33,94
12820,1747.18,7,1244,2.81,33
12821,128.08,1,92,2.33,247
12823,4742.0,13,700,6.62,30
12825,518.63,2,139,6.16,157
12826,1481.03,6,937,2.11,1
12829,92.3,1,174,4.39,186
12831,236.06,2,168,2.67,99
12835,5996.83,41,2349,3.6,63
12836,3949.37,11,1169,4.75,25
12837,528.56,1,170,3.73,205
12838,2694.75,9,1479,2.42,9
12839,4480.31,13,3042,2.34,3
12840,1315.2,3,747,2.33,73
12841,3472.61,17,2609,2.46,5
12842,799.0,2,340,2.47,40
12843,4881.1,22,2247,4.81,18
12844,322.64,2,98,4.0,78
12846,15.58,1,1,15.58,318
12847,765.36,1,624,1.28,23
12848,208.0,1,58,3.97,311
12849,2032.18,4,1258,3.93,17
12850,330.0,1,200,1.65,81
12851,148.95,1,51,3.32,113
12853,1950.4,5,868,3.72,63
12854,1654.72,4,1004,3.06,197
12855,612.84,4,240,5.41,8
12857,2581.6,4,1077,3.34,72
12858,147.27,1,51,3.28,19
12859,575.1,1,292,2.73,94
12860,54.22,1,26,2.63,329
12861,68.25,1,27,6.0,255
12862,984.62,2,611,2.93,61
12863,2271.35,5,707,4.14,15
12864,152.45,1,231,0.69,144
12865,1755.24,2,1048,3.01,14
12866,668.23,2,382,3.19,110
12867,3819.92,6,3592,1.42,33
12868,640.0,3,354,2.79,9
12869,337.67,1,144,2.58,317
12870,1676.95,3,906,4.55,11
12871,363.38,1,284,3.91,75
12872,3062.52,11,1526,2.63,1
12873,1653.3,2,658,3.36,33
12874,948.42,2,623,3.08,21
12875,1013.76,3,3168,0.44,107
12876,1863.77,2,1106,2.79,30
12877,1406.37,8,1059,2.09,37
12880,640.13,2,279,4.12,17
12887,222.4,1,100,4.74,19
12889,385.46,4,124,5.09,17
12890,329.3,1,201,2.12,23
12891,509.5,8,1375,0.39,94
12892,263.38,1,140,3.31,32
12894,157.35,1,33,5.63,211
12897,297.75,2,139,4.2,17
12898,296.21,2,235,2.37,99
12899,366.4,1,108,5.07,49
12900,340.33,1,139,3.62,58
12903,833.53,1,493,2.28,64
12905,1018.42,2,532,3.65,212
12907,508.91,2,177,5.21,31
12908,1026.0,3,1800,0.57,16
12909,924.52,3,668,2.52,60
12910,2721.48,5,1940,1.73,15
12911,1651.72,1,807,3.17,187
12913,4217.23,9,1813,3.28,4
12914,223.98,1,336,1.14,36
12915,811.1,3,359,5.04,8
12916,1534.78,3,598,4.84,78
12917,3765.2,5,984,3.62,36
12918,10953.5,1,1,10953.5,262
12920,323.86,3,292,2.42,207
12921,19333.95,39,12182,2.25,2
12923,597.6,2,162,4.17,26
12924,1535.7,8,942,2.07,29
12925,35.28,1,108,0.38,228
12926,1523.97,4,754,2.54,47
12927,197.31,1,145,2.83,30
12928,2242.19,7,1427,1.91,14
12931,50291.38,42,34902,2.13,16
12932,1698.56,8,1609,2.08,175
12933,1029.1,5,450,3.4,16
12934,181.65,1,31,41.67,372
12935,2083.16,8,1348,3.19,11
12937,1593.34,5,976,2.35,99
12939,13683.0,12,5452,2.83,15
12941,377.49,1,381,1.65,360
12942,258.75,1,69,5.47,1
12943,496.5,2,222,5.11,194
12945,437.16,1,281,2.7,292
12946,324.45,1,149,3.32,72
12947,304.04,1,184,2.96,9
12948,252.48,2,224,1.64,366
12949,11359.48,14,5852,3.2,18
12951,2149.65,9,1159,2.79,22
12953,498.96,1,280,4.21,158
12954,162.45,1,83,3.12,274
12956,413.82,3,306,1.84,320
12957,4689.43,5,2137,3.86,177
12958,467.34,2,118,4.32,36
12959,150.95,1,109,3.8,120
12960,1322.07,4,1379,2.06,49
12961,211.99,1,180,1.63,15
12963,1744.96,5,928,3.3,1
12964,132.24,1,56,3.62,73
12967,2646.02,2,834,4.85,7
12969,122.45,1,55,4.59,238
12970,1048.13,6,686,2.2,16
12971,4782.88,33,5298,2.85,2
12972,1161.2,4,844,3.22,49
12973,385.55,1,31,28.38,49
12974,264.15,1,80,4.66,201
12975,2100.09,6,911,4.55,72
12976,2417.78,7,2123,1.54,14
12977,474.64,3,116,6.15,137
12978,2502.82,5,1394,2.6,21
12979,517.7,1,520,2.35,365
12980,8870.88,12,1024,14.58,22
12982,2354.27,7,1441,3.09,30
12983,490.08,1,638,1.08,234
12986,2729.84,10,1164,3.88,64
12987,753.51,3,366,4.08,56
12989,6627.64,18,3992,2.99,60
12990,546.0,4,280,1.95,53
12991,261.06,1,78,7.89,25
12992,93.35,1,21,4.55,361
12993,844.87,4,511,2.41,81
12996,355.5,1,122,5.73,11
12997,884.02,4,522,2.54,30
12998,920.08,3,1124,1.59,128
13000,497.65,1,169,4.11,361
13001,14256.68,20,7958,2.51,40
13002,293.18,2,128,3.28,52
13004,5994.94,18,3946,2.63,22
13005,485.98,2,290,3.87,67
13007,175.25,1,59,6.0,215
13008,382.66,2,204,2.82,33
13009,234.0,1,120,1.95,308
13010,330.12,2,323,1.78,10
13011,50.55,1,13,4.22,8
13012,1310.99,3,739,2.85,65
13013,7814.83,18,4239,3.0,7
13014,1914.8,1,1074,3.12,68
13015,3240.14,6,1918,5.03,74
13018,2485.46,7,1311,4.41,49
13019,1229.95,6,397,4.22,15
13020,618.96,2,278,3.45,198
13021,2270.86,8,1194,3.64,10
13022,65.3,1,35,5.06,65
13023,759.13,1,299,5.91,164
13024,555.87,2,181,5.25,106
13025,323.39,1,241,2.14,367
13026,757.72,4,846,1.51,124
13027,10327.2,13,25560,0.4,21
13029,679.8,2,60,8.92,10
13030,402.36,1,174,3.23,4
13031,3292.84,5,2309,2.5,43
13032,1805.78,7,899,3.25,28
13033,30.0,1,15,2.02,65
13034,279.91,2,153,2.81,5
13035,442.32,1,282,2.29,67
13036,307.1,1,38,9.66,320
13037,3033.88,9,1699,3.45,35
13039,1010.73,4,290,5.49,220
13041,799.13,4,335,3.82,86
13042,1488.59,3,812,3.12,234
13044,4287.58,10,2119,3.31,128
13045,503.64,2,184,3.86,37
13046,319.94,1,241,3.07,92
13047,5557.62,17,2055,5.19,9
13048,2229.72,5,1433,2.01,72
13049,751.56,2,352,2.3,25
13050,6477.67,19,3449,3.06,2
13051,155.8,2,72,5.36,214
13052,2771.18,6,1202,3.66,56
13053,127.65,1,47,3.1,257
13055,1106.7,1,927,2.07,65
13056,209.48,1,158,4.78,187
13057,709.59,3,456,2.0,166
13059,2108.37,9,825,4.39,49
13063,188.4,1,116,2.29,116
13064,561.25,2,154,8.54,186
13065,1055.05,5,381,4.26,9
13067,393.05,2,99,5.19,45
13069,5185.51,16,9481,1.98,5
13070,522.9,3,262,2.03,95
13071,129.22,1,30,4.11,248
13073,418.08,2,261,3.55,47
13074,1378.74,4,826,3.96,147
13076,135.4,1,44,3.98,93
13077,2326.35,8,1909,2.15,2
13078,16904.51,32,6553,3.84,2
13079,199.08,1,96,2.52,53
13080,222.65,3,73,3.68,37
13081,30867.77,19,22355,2.03,7
13082,3722.12,12,4142,2.09,60
13083,91.68,1,120,0.64,61
13084,122.4,1,144,0.85,127
13085,2017.2,6,728,3.4,315
13086,439.33,1,155,3.93,18
13087,313.64,1,86,5.72,362
13088,236.11,1,76,4.16,53
13089,57885.45,109,29130,2.65,4
13090,5189.32,13,1181,4.66,1
13091,1976.0,2,873,52.01,365
13092,1662.45,7,385,5.31,50
13093,47111.18,48,22266,2.8,9
13094,505.8,2,372,1.68,4
13096,419.7,1,6,69.95,30
13097,7320.88,18,2985,4.3,24
13101,594.21,3,365,2.5,134
13102,5272.83,14,2372,3.73,1
13103,465.7,2,344,1.77,73
13104,610.62,3,330,2.19,51
13105,72.0,1,100,0.72,72
13106,526.96,1,213,13.89,49
13107,3721.45,5,3023,1.94,49
13108,748.46,2,745,1.42,8
13109,347.49,1,237,3.16,187
13110,1468.8,5,375,4.92,73
13111,321.88,1,180,1.97,354
13112,20.6,1,11,1.48,177
13113,6357.08,14,1495,3.95,2
13114,234.38,1,74,5.6,366
13115,3199.92,6,2367,2.51,15
13117,1658.9,12,1122,2.77,1
13118,1217.6,4,424,5.16,12
13119,134.9,1,110,1.51,304
13123,506.75,2,268,3.21,108
13124,885.33,1,619,2.69,21
13125,148.62,1,53,4.55,159
13126,1898.61,7,1266,2.5,2
13128,263.5,1,31,8.5,267
13129,233.25,2,296,1.86,88
13131,2240.47,4,1076,3.17,54
13133,90.65,1,23,5.07,95
13134,681.65,2,305,4.18,38
13135,275.45,1,123,4.31,127
13136,3666.95,8,1781,2.94,11
13137,3983.65,8,2034,2.53,22
13138,504.85,2,245,3.46,8
13139,3138.04,1,2189,2.48,73
13140,790.71,3,461,3.49,2
13141,5267.33,12,3611,2.28,21
13143,405.1,1,198,2.73,220
13144,24.4,1,8,3.08,67
13145,805.0,4,121,76.94,8
13148,4814.56,14,2522,3.55,25
13150,449.97,3,171,6.93,120
13151,1207.34,2,450,4.5,261
13152,2146.38,7,977,4.02,53
13154,1624.84,3,976,3.25,35
13155,778.42,3,412,2.67,4
13156,1586.54,3,914,3.32,21
13157,3946.14,5,3323,1.85,45
13158,307.12,1,208,2.09,24
13161,359.38,1,76,5.78,136
13162,7587.2,12,4042,2.69,16
13163,17.65,1,3,5.35,246
13164,372.2,2,120,5.17,205
13165,429.68,1,360,1.0,49
13166,458.73,1,306,2.88,50
13167,333.82,1,222,2.74,26
13168,541.14,1,228,3.36,178
13169,127.2,1,24,5.77,198
13172,69.6,1,48,1.45,36
13173,2212.11,10,1318,2.98,3
13174,6621.6,10,3116,3.33,5
13175,831.45,2,423,4.04,218
13177,229.75,1,89,3.03,66
13178,8333.72,10,5208,1.9,33
13179,572.31,1,368,2.08,254
13180,86.1,1,42,3.76,243
13181,359.69,1,171,2.79,17
13183,3078.4,6,1819,1.65,30
13187,105.34,3,201,0.85,260
13190,570.66,3,308,4.14,180
13191,164.69,1,115,1.88,294
13192,1646.64,4,1034,3.17,171
13194,412.08,1,300,2.51,57
13195,136.73,1,70,2.16,50
13196,1271.06,3,782,3.21,79
13197,373.01,1,204,4.59,245
13198,1572.99,2,801,3.6,23
13199,6615.77,30,5843,2.21,2
13201,1233.06,4,1036,2.24,138
13202,1580.3,7,572,4.97,30
13203,1778.79,6,1613,1.71,22
13204,966.66,1,428,4.16,367
13205,2803.2,1,256,10.95,79
13206,8308.19,13,7086,1.96,36
13207,285.6,2,48,5.95,87
13208,758.65,3,540,2.79,85
13209,2617.9,5,1528,3.45,150
13211,1523.35,7,1011,1.57,17
13213,2330.94,6,1602,2.55,19
13214,3264.23,7,2966,1.91,53
13215,81.6,1,96,0.85,38
13217,132.5,1,250,0.53,291
13219,76.23,1,11,6.93,254
13220,516.8,1,200,4.05,211
13222,88.5,1,30,2.95,213
13223,805.92,4,480,1.47,59
13225,9796.23,9,3985,2.86,57
13226,204.25,1,99,2.54,29
13230,3457.83,17,1915,2.67,1
13233,571.34,2,600,2.3,56
13234,346.5,2,159,3.06,308
13237,643.0,1,128,5.36,23
13238,305.9,2,144,2.73,66
13239,1265.13,4,824,3.15,73
13240,1036.21,5,542,2.3,1
13241,112.53,1,46,2.6,47
13242,429.0,4,220,1.95,87
13243,635.26,4,322,2.71,85
13245,558.72,1,246,2.81,68
13246,1390.23,5,1209,1.54,29
13249,897.52,6,700,1.32,37
13250,253.09,2,107,2.46,96
13251,252.68,1,215,1.53,38
13252,399.3,2,134,4.68,30
13253,1920.71,2,1443,2.08,66
13254,51.41,1,43,2.52,12
13255,504.95,2,340,4.02,9
13257,149.75,1,33,7.32,72
13258,336.6,2,164,2.14,15
13259,1119.36,8,377,3.39,33
13262,373.16,2,122,4.08,25
13263,1239.27,4,604,2.91,29
13264,722.56,1,375,3.24,78
13266,2300.78,7,2409,1.63,49
13267,5236.77,18,2135,3.47,2
13269,3545.47,14,3050,2.44,5
13270,590.0,1,200,2.95,2
13274,360.85,1,199,3.76,45
13275,238.86,2,138,2.14,19
13276,1300.98,3,679,3.25,33
13277,264.9,3,206,1.26,16
13278,893.12,3,821,1.9,35
13280,1494.87,4,971,3.23,15
13281,350.85,1,201,2.44,75
13282,181.05,1,103,2.83,42
13283,279.7,2,114,3.13,203
13285,655.47,2,406,3.18,236
13286,734.91,1,274,4.14,236
13287,781.59,3,429,3.05,239
13288,927.61,5,379,4.79,79
13289,307.95,1,119,4.39,359
13290,208.63,1,1,208.63,74
13291,2909.68,10,1367,3.36,50
13292,415.57,3,183,4.77,51
13293,1192.94,6,555,3.38,28
13294,815.79,1,543,3.4,282
13295,900.77,3,651,2.17,12
13296,705.11,5,575,1.82,59
13297,2278.77,3,1731,2.56,21
13299,1076.2,2,386,4.66,59
13300,913.62,2,252,4.96,24
13302,95.45,1,7,15.85,162
13303,61.72,1,26,4.38,36
13304,917.57,3,478,3.67,91
13305,1751.75,7,1128,3.62,8
13306,53.65,1,74,0.95,66
13307,258.34,2,136,3.2,123
13308,284.86,1,230,2.56,232
13309,249.58,1,370,0.91,28
13310,409.17,2,229,3.24,16
13312,124.75,1,41,3.57,87
13313,1890.0,7,1457,2.36,115
13315,310.26,1,232,1.97,325
13316,7207.89,6,14423,2.51,28
13317,4212.41,13,2114,3.56,21
13319,11236.95,34,4546,3.72,1
13320,679.4,2,423,1.77,70
13324,3391.52,8,3243,3.36,64
13326,281.76,1,140,2.91,68
13327,6251.71,14,2879,3.07,1
13329,4323.97,7,3023,2.36,2
13330,1655.17,3,1200,2.48,91
13331,262.4,1,54,11.85,37
13333,1015.74,3,685,2.49,47
13334,2699.48,2,1434,3.02,172
13337,1575.26,1,980,3.46,182
13338,1958.6,3,895,5.13,177
13340,11364.08,5,3866,9.48,53
13346,299.4,6,180,1.89,98
13357,3196.11,4,1791,3.21,130
13359,603.75,1,220,5.41,39
13360,1553.65,4,942,3.48,67
13361,1450.5,2,324,4.44,108
13362,2303.33,3,1099,3.22,14
13363,731.36,1,436,2.73,45
13367,510.2,1,253,4.61,67
13368,498.1,2,279,4.4,50
13369,308.28,1,149,6.54,1
13370,754.87,1,343,3.73,7
13371,2297.66,2,1019,4.0,141
13373,4274.94,3,2612,3.33,51
13374,422.8,2,135,6.04,50
13375,1013.58,1,682,3.16,80
13377,1552.88,2,748,5.47,32
13380,62.4,1,48,1.32,68
13381,4585.06,6,3096,2.89,15
13382,1164.59,4,732,2.35,64
13383,305.28,1,288,1.06,179
13384,2528.9,4,1720,3.07,26
13386,835.46,2,514,2.29,50
13387,186.94,1,123,1.94,53
13388,508.55,1,419,3.71,239
13392,91.14,1,82,1.45,313
13393,1131.45,4,662,4.15,219
13394,4101.68,11,2962,2.46,15
13395,872.51,2,1324,1.62,36
13397,1647.74,5,906,5.02,73
13398,213.0,1,60,5.27,84
13399,275.4,3,120,3.61,100
13400,310.83,1,284,1.97,218
13402,913.9,3,628,2.74,8
13403,154.5,2,70,4.01,23
13405,641.36,3,690,4.1,117
13406,568.92,2,292,2.47,63
13407,2244.7,3,1690,2.51,214
13408,23616.42,46,13267,2.59,7
13410,1198.9,4,726,2.4,29
13412,487.35,1,176,4.82,256
13413,429.44,6,455,1.88,275
13414,1103.64,3,1128,2.15,99
13415,784.17,4,496,2.52,108
13416,228.3,1,66,3.35,372
13417,1028.66,4,370,3.75,183
13418,6055.47,15,3670,2.85,8
13421,2225.04,6,1223,2.44,42
13423,217.03,1,141,2.23,64
13424,572.77,1,529,1.67,85
13425,1766.22,2,1235,2.53,144
13426,4526.06,12,2623,2.15,18
13427,423.93,3,335,1.78,113
13428,276.76,2,205,1.75,150
13431,2047.14,6,898,3.79,42
13432,439.1,2,217,2.28,207
13433,658.32,4,190,4.62,137
13434,1132.62,3,564,2.12,21
13435,637.44,2,625,2.47,12
13438,46.5,1,10,4.65,183
13439,702.9,2,710,2.23,24
13440,1295.25,7,573,3.22,59
13441,424.26,1,316,2.64,67
13442,419.87,3,115,7.01,303
13443,1273.16,6,805,2.86,84
13444,619.08,2,331,2.35,10
13445,241.9,1,198,1.97,262
13446,3881.89,11,2403,2.7,66
13448,5655.2,9,2709,4.05,9
13450,2076.32,7,2336,1.46,10
13451,4191.8,6,3101,2.05,17
13452,139.8,1,4,34.95,108
13453,424.71,1,207,3.19,38
13454,219.87,1,198,1.49,277
13455,1847.59,5,631,4.54,2
13457,148.22,2,96,1.56,324
13458,2312.7,2,1252,2.92,15
13459,1160.41,2,986,2.28,260
13461,2715.0,3,1962,2.0,43
13462,1002.35,4,635,2.39,46
13464,2422.96,5,1037,3.94,30
13465,931.12,2,584,2.32,82
13466,705.45,4,401,2.7,44
13468,7670.54,38,3223,4.22,4
13469,82.4,1,52,2.7,289
13472,592.24,2,310,2.63,99
13473,2235.12,6,734,4.49,210
13474,419.75,2,189,3.32,79
13476,823.0,3,296,4.81,42
13477,1364.59,5,1070,2.47,91
13478,2215.78,5,1189,3.89,105
13479,550.42,2,582,2.02,88
13480,627.82,2,362,3.59,52
13481,2026.28,6,913,3.62,10
13482,151.45,1,71,3.06,263
13484,476.92,2,180,4.45,19
